SRX15230950	SRR19164688	Illumina HiSeq 2500
SRX15230949	SRR19164689	Illumina HiSeq 2500
SRX15230948	SRR19164690	Illumina HiSeq 2500
SRX15230947	SRR19164691	Illumina HiSeq 2500
SRX15230946	SRR19164692	Illumina HiSeq 2500
SRX15230945	SRR19164693	Illumina HiSeq 2500
SRX15230944	SRR19164694	Illumina HiSeq 2500
SRX15230943	SRR19164695	Illumina HiSeq 2500
SRX15230942	SRR19164696	Illumina HiSeq 2500
SRX15230941	SRR19164697	Illumina HiSeq 2500
SRX15230940	SRR19164698	Illumina HiSeq 2500
SRX15230939	SRR19164699	Illumina HiSeq 2500
SRX15230938	SRR19164700	Illumina HiSeq 2500
SRX15230937	SRR19164701	Illumina HiSeq 2500
SRX15230936	SRR19164702	Illumina HiSeq 2500
SRX15230935	SRR19164703	Illumina HiSeq 2500
SRX15230934	SRR19164704	Illumina HiSeq 2500
SRX15230933	SRR19164705	Illumina HiSeq 2500
SRX15230932	SRR19164706	Illumina HiSeq 2500
SRX15230931	SRR19164707	Illumina HiSeq 2500
SRX15230930	SRR19164708	Illumina HiSeq 2500
SRX15230929	SRR19164709	Illumina HiSeq 2500
SRX15230928	SRR19164710	Illumina HiSeq 2500
SRX15230927	SRR19164711	Illumina HiSeq 2500
SRX15230926	SRR19164712	Illumina HiSeq 2500
SRX15230925	SRR19164713	Illumina HiSeq 2500
SRX15230924	SRR19164714	Illumina HiSeq 2500
SRX15230923	SRR19164715	Illumina HiSeq 2500
SRX15230922	SRR19164716	Illumina HiSeq 2500
SRX15230921	SRR19164717	Illumina HiSeq 2500
SRX15230920	SRR19164718	Illumina HiSeq 2500
SRX15230919	SRR19164719	Illumina HiSeq 2500
SRX15230918	SRR19164720	Illumina HiSeq 2500
SRX15230917	SRR19164721	Illumina HiSeq 2500
SRX15230916	SRR19164722	Illumina HiSeq 2500
SRX15230915	SRR19164723	Illumina HiSeq 2500
SRX15230914	SRR19164724	Illumina HiSeq 2500
SRX15230913	SRR19164725	Illumina HiSeq 2500
SRX15230912	SRR19164726	Illumina HiSeq 2500
SRX15230911	SRR19164383	Illumina HiSeq 2500
SRX15230910	SRR19164384	Illumina HiSeq 2500
SRX15230909	SRR19164385	Illumina HiSeq 2500
SRX15230908	SRR19164386	Illumina HiSeq 2500
SRX15230907	SRR19164387	Illumina HiSeq 2500
SRX15230906	SRR19164388	Illumina HiSeq 2500
SRX15230905	SRR19164389	Illumina HiSeq 2500
SRX15230904	SRR19164390	Illumina HiSeq 2500
SRX15230903	SRR19164391	Illumina HiSeq 2500
SRX15230902	SRR19164392	Illumina HiSeq 2500
SRX15230901	SRR19164393	Illumina HiSeq 2500
SRX15230900	SRR19164394	Illumina HiSeq 2500
SRX15230899	SRR19164395	Illumina HiSeq 2500
SRX15230898	SRR19164396	Illumina HiSeq 2500
SRX15230897	SRR19164397	Illumina HiSeq 2500
SRX15230896	SRR19164398	Illumina HiSeq 2500
SRX15230895	SRR19164399	Illumina HiSeq 2500
SRX15230894	SRR19164400	Illumina HiSeq 2500
SRX15230893	SRR19164401	Illumina HiSeq 2500
SRX15230892	SRR19164402	Illumina HiSeq 2500
SRX15230891	SRR19164403	Illumina HiSeq 2500
SRX15230890	SRR19164404	Illumina HiSeq 2500
SRX15230889	SRR19164405	Illumina HiSeq 2500
SRX15230888	SRR19164406	Illumina HiSeq 2500
SRX15230887	SRR19164407	Illumina HiSeq 2500
SRX15230886	SRR19164408	Illumina HiSeq 2500
SRX15230885	SRR19164409	Illumina HiSeq 2500
SRX15230884	SRR19164410	Illumina HiSeq 2500
SRX15230883	SRR19164411	Illumina HiSeq 2500
SRX15230882	SRR19164412	Illumina HiSeq 2500
SRX15230881	SRR19164413	Illumina HiSeq 2500
SRX15230880	SRR19164414	Illumina HiSeq 2500
SRX15230879	SRR19164415	Illumina HiSeq 2500
SRX15230878	SRR19164416	Illumina HiSeq 2500
SRX15230877	SRR19164417	Illumina HiSeq 2500
SRX15230876	SRR19164418	Illumina HiSeq 2500
SRX15230875	SRR19164419	Illumina HiSeq 2500
SRX15230874	SRR19164420	Illumina HiSeq 2500
SRX15230873	SRR19164421	Illumina HiSeq 2500
SRX15230872	SRR19164422	Illumina HiSeq 2500
SRX15230871	SRR19164423	Illumina HiSeq 2500
SRX15230870	SRR19164424	Illumina HiSeq 2500
SRX15230869	SRR19164425	Illumina HiSeq 2500
SRX15230868	SRR19164426	Illumina HiSeq 2500
SRX15230867	SRR19164427	Illumina HiSeq 2500
SRX15230866	SRR19164428	Illumina HiSeq 2500
SRX15230865	SRR19164429	Illumina HiSeq 2500
SRX15230864	SRR19164430	Illumina HiSeq 2500
SRX15230863	SRR19164431	Illumina HiSeq 2500
SRX15230862	SRR19164432	Illumina HiSeq 2500
SRX15230861	SRR19164433	Illumina HiSeq 2500
SRX15230860	SRR19164434	Illumina HiSeq 2500
SRX15230859	SRR19164435	Illumina HiSeq 2500
SRX15230858	SRR19164436	Illumina HiSeq 2500
SRX15230857	SRR19164437	Illumina HiSeq 2500
SRX15230856	SRR19164438	Illumina HiSeq 2500
SRX15230855	SRR19164439	Illumina HiSeq 2500
SRX15230854	SRR19164440	Illumina HiSeq 2500
SRX15230853	SRR19164441	Illumina HiSeq 2500
SRX15230852	SRR19164442	Illumina HiSeq 2500
SRX15230851	SRR19164443	Illumina HiSeq 2500
SRX15230850	SRR19164444	Illumina HiSeq 2500
SRX15230849	SRR19164445	Illumina HiSeq 2500
SRX15230848	SRR19164446	Illumina HiSeq 2500
SRX15230847	SRR19164447	Illumina HiSeq 2500
SRX15230846	SRR19164448	Illumina HiSeq 2500
SRX15230845	SRR19164449	Illumina HiSeq 2500
SRX15230844	SRR19164450	Illumina HiSeq 2500
SRX15230843	SRR19164451	Illumina HiSeq 2500
SRX15230842	SRR19164452	Illumina HiSeq 2500
SRX15230841	SRR19164453	Illumina HiSeq 2500
SRX15230840	SRR19164454	Illumina HiSeq 2500
SRX15230839	SRR19164455	Illumina HiSeq 2500
SRX15230838	SRR19164456	Illumina HiSeq 2500
SRX15230837	SRR19164457	Illumina HiSeq 2500
SRX15230836	SRR19164458	Illumina HiSeq 2500
SRX15230835	SRR19164459	Illumina HiSeq 2500
SRX15230834	SRR19164460	Illumina HiSeq 2500
SRX15230833	SRR19164461	Illumina HiSeq 2500
SRX15230832	SRR19164462	Illumina HiSeq 2500
SRX15230831	SRR19164463	Illumina HiSeq 2500
SRX15230830	SRR19164464	Illumina HiSeq 2500
SRX15230829	SRR19164465	Illumina HiSeq 2500
SRX15230828	SRR19164466	Illumina HiSeq 2500
SRX15230827	SRR19164467	Illumina HiSeq 2500
SRX15230826	SRR19164468	Illumina HiSeq 2500
SRX15230825	SRR19164469	Illumina HiSeq 2500
SRX15230824	SRR19164470	Illumina HiSeq 2500
SRX15230823	SRR19164471	Illumina HiSeq 2500
SRX15230822	SRR19164472	Illumina HiSeq 2500
SRX15230821	SRR19164473	Illumina HiSeq 2500
SRX15230820	SRR19164474	Illumina HiSeq 2500
SRX15230819	SRR19164475	Illumina HiSeq 2500
SRX15230818	SRR19164476	Illumina HiSeq 2500
SRX15230817	SRR19164477	Illumina HiSeq 2500
SRX15230816	SRR19164478	Illumina HiSeq 2500
SRX15230815	SRR19164479	Illumina HiSeq 2500
SRX15230814	SRR19164480	Illumina HiSeq 2500
SRX15230813	SRR19164481	Illumina HiSeq 2500
SRX15230812	SRR19164482	Illumina HiSeq 2500
SRX15230811	SRR19164483	Illumina HiSeq 2500
SRX15230810	SRR19164484	Illumina HiSeq 2500
SRX15230809	SRR19164485	Illumina HiSeq 2500
SRX15230808	SRR19164486	Illumina HiSeq 2500
SRX15230807	SRR19164487	Illumina HiSeq 2500
SRX15230806	SRR19164488	Illumina HiSeq 2500
SRX15230805	SRR19164489	Illumina HiSeq 2500
SRX15230804	SRR19164490	Illumina HiSeq 2500
SRX15230803	SRR19164491	Illumina HiSeq 2500
SRX15230802	SRR19164492	Illumina HiSeq 2500
SRX15230801	SRR19164493	Illumina HiSeq 2500
SRX15230800	SRR19164494	Illumina HiSeq 2500
SRX15230799	SRR19164495	Illumina HiSeq 2500
SRX15230798	SRR19164496	Illumina HiSeq 2500
SRX15230797	SRR19164497	Illumina HiSeq 2500
SRX15230796	SRR19164498	Illumina HiSeq 2500
SRX15230795	SRR19164499	Illumina HiSeq 2500
SRX15230794	SRR19164500	Illumina HiSeq 2500
SRX15230793	SRR19164501	Illumina HiSeq 2500
SRX15230792	SRR19164502	Illumina HiSeq 2500
SRX15230791	SRR19164503	Illumina HiSeq 2500
SRX15230790	SRR19164504	Illumina HiSeq 2500
SRX15230789	SRR19164505	Illumina HiSeq 2500
SRX15230788	SRR19164506	Illumina HiSeq 2500
SRX15230787	SRR19164507	Illumina HiSeq 2500
SRX15230786	SRR19164508	Illumina HiSeq 2500
SRX15230785	SRR19164509	Illumina HiSeq 2500
SRX15230784	SRR19164510	Illumina HiSeq 2500
SRX15230783	SRR19164511	Illumina HiSeq 2500
SRX15230782	SRR19164512	Illumina HiSeq 2500
SRX15230781	SRR19164513	Illumina HiSeq 2500
SRX15230780	SRR19164514	Illumina HiSeq 2500
SRX15230779	SRR19164515	Illumina HiSeq 2500
SRX15230778	SRR19164516	Illumina HiSeq 2500
SRX15230777	SRR19164517	Illumina HiSeq 2500
SRX15230776	SRR19164518	Illumina HiSeq 2500
SRX15230775	SRR19164519	Illumina HiSeq 2500
SRX15230774	SRR19164520	Illumina HiSeq 2500
SRX15230773	SRR19164521	Illumina HiSeq 2500
SRX15230772	SRR19164522	Illumina HiSeq 2500
SRX15230771	SRR19164523	Illumina HiSeq 2500
SRX15230770	SRR19164524	Illumina HiSeq 2500
SRX15230769	SRR19164525	Illumina HiSeq 2500
SRX15230768	SRR19164526	Illumina HiSeq 2500
SRX15230767	SRR19164527	Illumina HiSeq 2500
SRX15230766	SRR19164528	Illumina HiSeq 2500
SRX15230765	SRR19164529	Illumina HiSeq 2500
SRX15230764	SRR19164530	Illumina HiSeq 2500
SRX15230763	SRR19164531	Illumina HiSeq 2500
SRX15230762	SRR19164532	Illumina HiSeq 2500
SRX15230761	SRR19164533	Illumina HiSeq 2500
SRX15230760	SRR19164534	Illumina HiSeq 2500
SRX15230759	SRR19164535	Illumina HiSeq 2500
SRX15230758	SRR19164536	Illumina HiSeq 2500
SRX15230757	SRR19164537	Illumina HiSeq 2500
SRX15230756	SRR19164538	Illumina HiSeq 2500
SRX15230755	SRR19164539	Illumina HiSeq 2500
SRX15230754	SRR19164540	Illumina HiSeq 2500
SRX15230753	SRR19164541	Illumina HiSeq 2500
SRX15230752	SRR19164542	Illumina HiSeq 2500
SRX15230751	SRR19164543	Illumina HiSeq 2500
SRX15230750	SRR19164544	Illumina HiSeq 2500
SRX15230749	SRR19164545	Illumina HiSeq 2500
SRX15230748	SRR19164546	Illumina HiSeq 2500
SRX15230747	SRR19164547	Illumina HiSeq 2500
SRX15230746	SRR19164548	Illumina HiSeq 2500
SRX15230745	SRR19164549	Illumina HiSeq 2500
SRX15230744	SRR19164550	Illumina HiSeq 2500
SRX15230743	SRR19164551	Illumina HiSeq 2500
SRX15230742	SRR19164552	Illumina HiSeq 2500
SRX15230741	SRR19164553	Illumina HiSeq 2500
SRX15230740	SRR19164554	Illumina HiSeq 2500
SRX15230739	SRR19164325	Illumina HiSeq 2500
SRX15230738	SRR19164326	Illumina HiSeq 2500
SRX15230737	SRR19164327	Illumina HiSeq 2500
SRX15230736	SRR19164328	Illumina HiSeq 2500
SRX15230735	SRR19164329	Illumina HiSeq 2500
SRX15230734	SRR19164330	Illumina HiSeq 2500
SRX15230733	SRR19164331	Illumina HiSeq 2500
SRX15230732	SRR19164332	Illumina HiSeq 2500
SRX15230731	SRR19164333	Illumina HiSeq 2500
SRX15230730	SRR19164334	Illumina HiSeq 2500
SRX15230729	SRR19164335	Illumina HiSeq 2500
SRX15230728	SRR19164336	Illumina HiSeq 2500
SRX15230727	SRR19164337	Illumina HiSeq 2500
SRX15230726	SRR19164338	Illumina HiSeq 2500
SRX15230725	SRR19164339	Illumina HiSeq 2500
SRX15230724	SRR19164340	Illumina HiSeq 2500
SRX15230723	SRR19164341	Illumina HiSeq 2500
SRX15230722	SRR19164342	Illumina HiSeq 2500
SRX15230721	SRR19164343	Illumina HiSeq 2500
SRX15230720	SRR19164344	Illumina HiSeq 2500
SRX15230719	SRR19164345	Illumina HiSeq 2500
SRX15230718	SRR19164346	Illumina HiSeq 2500
SRX15230717	SRR19164347	Illumina HiSeq 2500
SRX15230716	SRR19164348	Illumina HiSeq 2500
SRX15230715	SRR19164349	Illumina HiSeq 2500
SRX15230714	SRR19164350	Illumina HiSeq 2500
SRX15230713	SRR19164351	Illumina HiSeq 2500
SRX15230712	SRR19164352	Illumina HiSeq 2500
SRX15230711	SRR19164353	Illumina HiSeq 2500
SRX15230710	SRR19164354	Illumina HiSeq 2500
SRX15230709	SRR19164355	Illumina HiSeq 2500
SRX15230708	SRR19164356	Illumina HiSeq 2500
SRX15230707	SRR19164357	Illumina HiSeq 2500
SRX15230706	SRR19164358	Illumina HiSeq 2500
SRX15230705	SRR19164359	Illumina HiSeq 2500
SRX15230704	SRR19164360	Illumina HiSeq 2500
SRX15230703	SRR19164361	Illumina HiSeq 2500
SRX15230702	SRR19164362	Illumina HiSeq 2500
SRX15230701	SRR19164363	Illumina HiSeq 2500
SRX15230700	SRR19164364	Illumina HiSeq 2500
SRX15230699	SRR19164365	Illumina HiSeq 2500
SRX15230698	SRR19164366	Illumina HiSeq 2500
SRX15230697	SRR19164367	Illumina HiSeq 2500
SRX15230696	SRR19164368	Illumina HiSeq 2500
SRX15230695	SRR19164369	Illumina HiSeq 2500
SRX15230694	SRR19164370	Illumina HiSeq 2500
SRX15230693	SRR19164371	Illumina HiSeq 2500
SRX15230692	SRR19164372	Illumina HiSeq 2500
SRX15230691	SRR19164373	Illumina HiSeq 2500
SRX15230690	SRR19164374	Illumina HiSeq 2500
SRX15230689	SRR19164375	Illumina HiSeq 2500
SRX15230688	SRR19164376	Illumina HiSeq 2500
SRX15230687	SRR19164377	Illumina HiSeq 2500
SRX15230686	SRR19164378	Illumina HiSeq 2500
SRX15230685	SRR19164379	Illumina HiSeq 2500
SRX15230684	SRR19164380	Illumina HiSeq 2500
SRX15230683	SRR19164381	Illumina HiSeq 2500
SRX15230682	SRR19164382	Illumina HiSeq 2500
SRX15230681	SRR19164153	Illumina HiSeq 2500
SRX15230680	SRR19164154	Illumina HiSeq 2500
SRX15230679	SRR19164155	Illumina HiSeq 2500
SRX15230678	SRR19164156	Illumina HiSeq 2500
SRX15230677	SRR19164157	Illumina HiSeq 2500
SRX15230676	SRR19164158	Illumina HiSeq 2500
SRX15230675	SRR19164159	Illumina HiSeq 2500
SRX15230674	SRR19164160	Illumina HiSeq 2500
SRX15230673	SRR19164161	Illumina HiSeq 2500
SRX15230672	SRR19164162	Illumina HiSeq 2500
SRX15230671	SRR19164163	Illumina HiSeq 2500
SRX15230670	SRR19164164	Illumina HiSeq 2500
SRX15230669	SRR19164165	Illumina HiSeq 2500
SRX15230668	SRR19164166	Illumina HiSeq 2500
SRX15230667	SRR19164167	Illumina HiSeq 2500
SRX15230666	SRR19164168	Illumina HiSeq 2500
SRX15230665	SRR19164169	Illumina HiSeq 2500
SRX15230664	SRR19164170	Illumina HiSeq 2500
SRX15230663	SRR19164171	Illumina HiSeq 2500
SRX15230662	SRR19164172	Illumina HiSeq 2500
SRX15230661	SRR19164173	Illumina HiSeq 2500
SRX15230660	SRR19164174	Illumina HiSeq 2500
SRX15230659	SRR19164175	Illumina HiSeq 2500
SRX15230658	SRR19164176	Illumina HiSeq 2500
SRX15230657	SRR19164177	Illumina HiSeq 2500
SRX15230656	SRR19164178	Illumina HiSeq 2500
SRX15230655	SRR19164179	Illumina HiSeq 2500
SRX15230654	SRR19164180	Illumina HiSeq 2500
SRX15230653	SRR19164181	Illumina HiSeq 2500
SRX15230652	SRR19164182	Illumina HiSeq 2500
SRX15230651	SRR19164183	Illumina HiSeq 2500
SRX15230650	SRR19164184	Illumina HiSeq 2500
SRX15230649	SRR19164185	Illumina HiSeq 2500
SRX15230648	SRR19164186	Illumina HiSeq 2500
SRX15230647	SRR19164187	Illumina HiSeq 2500
SRX15230646	SRR19164188	Illumina HiSeq 2500
SRX15230645	SRR19164189	Illumina HiSeq 2500
SRX15230644	SRR19164190	Illumina HiSeq 2500
SRX15230643	SRR19164191	Illumina HiSeq 2500
SRX15230642	SRR19164192	Illumina HiSeq 2500
SRX15230641	SRR19164193	Illumina HiSeq 2500
SRX15230640	SRR19164194	Illumina HiSeq 2500
SRX15230639	SRR19164195	Illumina HiSeq 2500
SRX15230638	SRR19164196	Illumina HiSeq 2500
SRX15230637	SRR19164197	Illumina HiSeq 2500
SRX15230636	SRR19164198	Illumina HiSeq 2500
SRX15230635	SRR19164199	Illumina HiSeq 2500
SRX15230634	SRR19164200	Illumina HiSeq 2500
SRX15230633	SRR19164201	Illumina HiSeq 2500
SRX15230632	SRR19164202	Illumina HiSeq 2500
SRX15230631	SRR19164203	Illumina HiSeq 2500
SRX15230630	SRR19164204	Illumina HiSeq 2500
SRX15230629	SRR19164205	Illumina HiSeq 2500
SRX15230628	SRR19164206	Illumina HiSeq 2500
SRX15230627	SRR19164207	Illumina HiSeq 2500
SRX15230626	SRR19164208	Illumina HiSeq 2500
SRX15230625	SRR19164209	Illumina HiSeq 2500
SRX15230624	SRR19164210	Illumina HiSeq 2500
SRX15230623	SRR19164211	Illumina HiSeq 2500
SRX15230622	SRR19164212	Illumina HiSeq 2500
SRX15230621	SRR19164213	Illumina HiSeq 2500
SRX15230620	SRR19164214	Illumina HiSeq 2500
SRX15230619	SRR19164215	Illumina HiSeq 2500
SRX15230618	SRR19164216	Illumina HiSeq 2500
SRX15230617	SRR19164217	Illumina HiSeq 2500
SRX15230616	SRR19164218	Illumina HiSeq 2500
SRX15230615	SRR19164219	Illumina HiSeq 2500
SRX15230614	SRR19164220	Illumina HiSeq 2500
SRX15230613	SRR19164221	Illumina HiSeq 2500
SRX15230612	SRR19164222	Illumina HiSeq 2500
SRX15230611	SRR19164223	Illumina HiSeq 2500
SRX15230610	SRR19164224	Illumina HiSeq 2500
SRX15230609	SRR19164225	Illumina HiSeq 2500
SRX15230608	SRR19164226	Illumina HiSeq 2500
SRX15230607	SRR19164227	Illumina HiSeq 2500
SRX15230606	SRR19164228	Illumina HiSeq 2500
SRX15230605	SRR19164229	Illumina HiSeq 2500
SRX15230604	SRR19164230	Illumina HiSeq 2500
SRX15230603	SRR19164231	Illumina HiSeq 2500
SRX15230602	SRR19164232	Illumina HiSeq 2500
SRX15230601	SRR19164233	Illumina HiSeq 2500
SRX15230600	SRR19164234	Illumina HiSeq 2500
SRX15230599	SRR19164235	Illumina HiSeq 2500
SRX15230598	SRR19164236	Illumina HiSeq 2500
SRX15230597	SRR19164237	Illumina HiSeq 2500
SRX15230596	SRR19164238	Illumina HiSeq 2500
SRX15230595	SRR19164239	Illumina HiSeq 2500
SRX15230594	SRR19164240	Illumina HiSeq 2500
SRX15230593	SRR19164241	Illumina HiSeq 2500
SRX15230592	SRR19164242	Illumina HiSeq 2500
SRX15230591	SRR19164243	Illumina HiSeq 2500
SRX15230590	SRR19164244	Illumina HiSeq 2500
SRX15230589	SRR19164245	Illumina HiSeq 2500
SRX15230588	SRR19164246	Illumina HiSeq 2500
SRX15230587	SRR19164247	Illumina HiSeq 2500
SRX15230586	SRR19164248	Illumina HiSeq 2500
SRX15230585	SRR19164249	Illumina HiSeq 2500
SRX15230584	SRR19164250	Illumina HiSeq 2500
SRX15230583	SRR19164251	Illumina HiSeq 2500
SRX15230582	SRR19164252	Illumina HiSeq 2500
SRX15230581	SRR19164253	Illumina HiSeq 2500
SRX15230580	SRR19164254	Illumina HiSeq 2500
SRX15230579	SRR19164255	Illumina HiSeq 2500
SRX15230578	SRR19164256	Illumina HiSeq 2500
SRX15230577	SRR19164257	Illumina HiSeq 2500
SRX15230576	SRR19164258	Illumina HiSeq 2500
SRX15230575	SRR19164259	Illumina HiSeq 2500
SRX15230574	SRR19164260	Illumina HiSeq 2500
SRX15230573	SRR19164261	Illumina HiSeq 2500
SRX15230572	SRR19164262	Illumina HiSeq 2500
SRX15230571	SRR19164263	Illumina HiSeq 2500
SRX15230570	SRR19164264	Illumina HiSeq 2500
SRX15230569	SRR19164265	Illumina HiSeq 2500
SRX15230568	SRR19164266	Illumina HiSeq 2500
SRX15230567	SRR19164267	Illumina HiSeq 2500
SRX15230566	SRR19164268	Illumina HiSeq 2500
